CustomerID,Recency,Frequency,Monetary,PC1,PC2
12346.0,325,1,77183.6,4.10755358369739,5.4399932363159005
12347.0,1,7,4310.0,0.7430439297398058,-0.6707557125182537
12348.0,74,4,1797.24,0.02522964938167247,-0.17467490673720384
12349.0,18,1,1757.55,-0.02749080182976341,-0.7346032008154798
12350.0,309,1,334.4,-1.2355926551807848,1.834685058625008
12352.0,35,8,2506.04,0.5744479120671847,-0.42718365381423723
12353.0,203,1,89.0,-0.849238684221846,0.8643992940851731
12354.0,231,1,1079.4,-0.8862074546365418,1.1623799239549375
12355.0,213,1,459.4,-0.8612684699517146,0.9715723049881609
12356.0,22,3,2811.43,0.20682635276875397,-0.6166993240871665
12357.0,32,1,6207.67,0.23213647794423717,-0.4075229179714165
12358.0,1,2,1168.06,0.08350523755515386,-0.897862504951785
12359.0,57,4,6310.03,0.4073009737372971,-0.12530370479198857
12360.0,51,3,2662.06,0.08590082153852259,-0.3609931237146256
12361.0,286,1,189.9,-1.1581780712063223,1.6200422418937692
12362.0,2,10,5226.23,1.0668236447811037,-0.5690733249176685
12363.0,109,2,552.0,-0.3710422632583469,0.05173051441958459
12364.0,7,4,1313.1,0.2462970804459196,-0.8027848938372398
12365.0,290,2,641.38,-1.053941167775831,1.6936949992517238
12367.0,3,1,168.9,-0.08209064082545099,-0.9418809378542181
12370.0,50,4,3541.94,0.23930123212514895,-0.31329647617207823
12371.0,44,2,1887.96,-0.029599916581399634,-0.47632162508179515
12372.0,71,3,1298.04,-0.08617059205355641,-0.2414271040969629
12373.0,310,1,364.6,-1.2372766254776173,1.845094354653131
12374.0,24,1,742.9300000000001,-0.12168519717937694,-0.7259951751512144
12375.0,10,2,457.5,-0.000730470238739236,-0.8484144917043241
12377.0,314,2,1628.12,-1.0759367221301985,1.9553132568486475
12378.0,129,1,4008.62,-0.2918434370703537,0.3712447965937555
12379.0,81,2,852.24,-0.24331513634300686,-0.18813262225630842
12380.0,21,4,2724.81,0.29226207021254225,-0.6125241520698442
12381.0,4,5,1845.31,0.3828644824289604,-0.788842600662508
12383.0,184,5,1850.56,-0.3021428324447622,0.8402841213281861
12384.0,28,2,585.27,-0.060283278933601955,-0.6797719797192152
12386.0,337,2,401.9,-1.2497409224365295,2.10823257959961
12388.0,15,6,2780.66,0.49447380065242386,-0.6300554524979043
12390.0,79,1,549.84,-0.34468396485975866,-0.2369735289448996
12391.0,21,1,439.66,-0.1315883315974018,-0.766799589050328
12393.0,71,4,1582.6,0.02155901444967947,-0.21148831352219363
12394.0,63,2,1272.48,-0.1452260301942313,-0.33209825498370543
12395.0,18,12,3018.63,1.0261003651435798,-0.48944113923144333
12397.0,35,2,2409.9,0.04137195218445198,-0.5342631931286019
12398.0,45,1,1635.66,-0.13886863330089477,-0.49575835786994954
12399.0,118,4,1108.65,-0.1907287708382319,0.19249108745021506
12401.0,302,1,84.3,-1.226526263645768,1.7600773262079414
12402.0,322,1,225.6,-1.2927429313694794,1.9474278750937184
12403.0,49,1,427.7,-0.23904348568375333,-0.5139552097832173
12405.0,148,1,1710.39,-0.5258012499962851,0.43969396809890915
12406.0,21,2,3415.3,0.16537917084254264,-0.6156815203002632
12407.0,49,5,1708.12,0.20187309870585726,-0.3877976849490379
12408.0,32,5,2888.55,0.34961144340140116,-0.48848258665745875
12409.0,78,3,11072.67,0.5745320373941024,0.262070022302797
12410.0,308,2,693.3299999999999,-1.1188256712809266,1.85892333816459
12412.0,74,3,1226.88,-0.10259753529044405,-0.2174832655531623
12413.0,66,3,758.1,-0.10510116762679123,-0.3109875446005193
12414.0,216,3,562.41,-0.6900092530085804,1.0376091341396607
12415.0,23,21,124914.53,10.36830695406022,5.198901270352004
12417.0,2,9,3649.1,0.8681999633522205,-0.65721651654742
12418.0,112,1,668.58,-0.46198647510776947,0.06700322187186875
12420.0,63,1,600.39,-0.28020691195214287,-0.37948751364982547
12421.0,15,4,807.04,0.18024954727438858,-0.7531776403470587
12422.0,95,3,803.5600000000001,-0.21232616997443687,-0.04650815325376259
12423.0,0,8,1859.31,0.6622372342315099,-0.7730345649654107
12424.0,162,2,1760.96,-0.48783298120202795,0.5857876626015881
12425.0,77,1,777.2,-0.3210806180593855,-0.24483429399945073
12426.0,194,1,582.73,-0.7802505547147213,0.8051874303067919
12427.0,21,3,825.8,0.07100364959191886,-0.7151615936137804
12428.0,25,9,7956.46,1.0835194740457303,-0.25512019789694823
12429.0,8,4,3750.4,0.41388141109489723,-0.6839839333116827
12430.0,42,1,256.4,-0.22443584446466439,-0.5850145797880876
12431.0,35,15,6419.95,1.4637103159691462,-0.13106494881855285
12432.0,42,5,5059.32,0.464184445662812,-0.30023895093155356
12433.0,0,7,13375.87,1.3843674306685845,-0.2715691597303036
12434.0,84,2,806.14,-0.2579798496676756,-0.16306033241746162
12435.0,79,2,7829.89,0.25497148875552345,0.10797203537219513
12436.0,99,1,509.01,-0.423708092037278,-0.057824290289241256
12437.0,1,18,4951.41,1.7530596374272491,-0.45349737854799504
12438.0,13,2,2906.85,0.1600859271487445,-0.710972138648278
12441.0,366,1,173.55,-1.4639395866921854,2.343257252654987
12442.0,2,1,172.06,-0.07806078106845783,-0.9507880337545387
12444.0,20,5,5005.46,0.5441652259762958,-0.5017508596525222
12445.0,21,1,133.4,-0.1531246657121722,-0.7805904706792524
12446.0,57,1,1002.31,-0.22909784250901347,-0.4156854079683129
12447.0,242,1,476.49,-0.970488462826481,1.2347741958065672
12448.0,43,1,449.45,-0.21466813314917307,-0.5672721515413579
12449.0,21,4,4067.29,0.3866658376728602,-0.5520723047205381
12450.0,155,2,197.88,-0.5710959045171752,0.4520564672407965
12451.0,10,5,9035.52,0.8656372399393081,-0.41077124542386756
12452.0,16,2,430.57,-0.02547008258757699,-0.7953308052418077
12453.0,133,1,707.09,-0.5392390267765973,0.25877452976548965
12454.0,55,1,3528.34,-0.04385103871262604,-0.32003710924058837
12455.0,72,6,2466.86,0.2553713597605812,-0.12837059388601374
12456.0,43,3,3181.04,0.15285689463287358,-0.4100185898651421
12457.0,65,7,2363.23,0.36245680997048985,-0.1792577256458262
12458.0,70,2,947.4,-0.19473932519732642,-0.283390866376881
12461.0,93,2,826.88,-0.29079022885799133,-0.0806818949055443
12462.0,18,2,1189.59,0.020289233852849236,-0.7430533686626091
12463.0,52,4,1344.78,0.07718070730846686,-0.3941357654264651
12464.0,9,8,1212.05,0.5824528094960149,-0.7207361539934317
12465.0,16,2,742.1899999999999,-0.0035568309816057337,-0.7812985629208861
12468.0,187,2,729.5400000000001,-0.655554056651018,0.7655776067006653
12471.0,1,30,19788.65,3.8490514045689572,0.4201239537878239
12472.0,31,7,6572.11,0.7878870557214613,-0.29741122569988837
12473.0,28,5,3928.05,0.43794011657386916,-0.477871485149757
12474.0,16,18,7324.09,1.86279280116663,-0.21091478640729894
12475.0,53,1,723.38,-0.2334817305163821,-0.4644431827945196
12476.0,15,11,6816.42,1.2168662973119144,-0.3626999634746609
12477.0,22,6,13219.74,1.201900838127769,-0.09663815598667418
12478.0,3,1,680.99,-0.046080253126003515,-0.9188215354727255
12479.0,10,1,527.2,-0.08354836210898821,-0.862400961617359
12480.0,27,4,3281.63,0.3085720073951393,-0.5331542148697692
12481.0,22,10,5579.82,1.015535300603479,-0.3721633616094914
12483.0,16,8,2484.98,0.6453122607828181,-0.6000704072861779
12484.0,32,6,4527.32,0.5525696759790941,-0.3975637470697405
12488.0,9,3,1298.66,0.14994713339652582,-0.8024614049815768
12489.0,335,1,334.93,-1.3345542127157042,2.069993081067154
12490.0,4,10,5417.93,1.0726887763133097,-0.5423422965070894
12491.0,38,1,460.4,-0.19485988843740207,-0.6120260264452337
12492.0,62,2,263.21000000000004,-0.21239068081344464,-0.3865950533837711
12493.0,165,2,433.74,-0.5925866005578946,0.5531711446547376
12494.0,15,7,1246.1,0.47428211114945207,-0.6820315988682439
12497.0,81,1,1043.1,-0.3176130052218577,-0.1966632598106922
12498.0,20,3,403.7000000000001,0.04512904436606327,-0.7432181387452
12500.0,22,11,4257.82,1.0102909211620092,-0.4145679354628709
12501.0,336,1,2169.39,-1.209361848558427,2.1616481685398115
12502.0,95,5,3723.87,0.1684697288783976,0.1192434662197844
12504.0,17,2,482.05,-0.0256576341880004,-0.7839632712424718
12506.0,232,1,73.5,-0.9607504198276267,1.1261336578602612
12507.0,133,3,1304.81,-0.32176864954468826,0.31993996833874405
12508.0,25,2,397.88,-0.062037682217232444,-0.7153583195532869
12509.0,283,1,176.5,-1.147697423315693,1.5922906682538354
12510.0,142,2,982.57,-0.46641675461061916,0.36974896385304307
12512.0,65,2,132.18,-0.23302770804253273,-0.3653471597336024
12513.0,112,1,612.29,-0.46594481196965293,0.0644684843061006
12514.0,266,1,1017.68,-1.0238152836369185,1.4763293458812317
12515.0,352,1,383.7,-1.3958546879739209,2.226028834007449
12516.0,77,2,1312.06,-0.19574980856219992,-0.20362449946817465
12517.0,27,5,2481.6,0.3400327814764499,-0.552054490140736
12518.0,0,5,2056.89,0.41297346729639106,-0.8155127200723896
12519.0,63,1,330.84,-0.2991617831747523,-0.3916253447184488
12520.0,78,5,2634.26,0.15657789041618853,-0.08366129094780073
12521.0,142,1,599.68,-0.5810609687462764,0.33538237535960297
12522.0,38,2,192.72,-0.12596403479624682,-0.6069545919429429
12523.0,18,11,1789.77,0.8519671789871811,-0.561901739778763
12524.0,8,8,4485.72,0.8164663304745119,-0.5823722504938512
12526.0,0,3,1316.66,0.18548172594675216,-0.8830953810740971
12527.0,81,3,348.71000000000004,-0.19100435551896322,-0.1936815085016889
12528.0,8,6,1933.48,0.4615532713579262,-0.7315496852839325
12530.0,59,4,1662.28,0.07285391258444567,-0.31649301236749455
12531.0,14,1,125.22,-0.1270463563653443,-0.8443045503709569
12532.0,29,1,349.83000000000004,-0.16836639324607355,-0.6984495070470952
12534.0,130,1,1089.18,-0.5009473530286878,0.248831862856514
12535.0,91,2,716.35,-0.2909474512930383,-0.10375783985168192
12536.0,42,3,12601.830000000002,0.8191385216767645,0.005150003371243633
12538.0,28,1,363.95,-0.1635658216040876,-0.7068630743682575
12539.0,21,4,5568.35,0.492221018520236,-0.4844796031665863
12540.0,19,17,13400.24,2.190928099211945,0.0727172380608843
12541.0,29,3,981.18,0.051468859961410936,-0.6357697102514784
